1033501486641666110-2,0
1306961465877240565-468,1
1581930872884894234-12,2
16001646982708969535-59,3
2098598993144902097-382,4
2120843608033450785-360,5
3244203368150957746-132,6
3382966335472097031-1,7
3524423016059675049-996,8
3681328535191686911-54,9
4088028106673967007-1,10
4299839654418264312-547,11
4474228709719076565-848,12
4491627381764158521-76,13
4519761427585729104-651,14
4614478298396194952-96,15
4844161741904903383-337,16
5456924421096361568-68,17
55854608087273584-4,18
5675927539486353826-5,19
5813060023880297223-34,20
6065464739435607146-184,21
6384203625496140247-884,22
6681695372816693441-2,23
7025180412971464183-391,24
7164141125662743490-68,25
7377698864671421983-1558,26
7765409737145664368-1265,27
8826262763765021730-621,28
9057992239572722847-2,29
908099136051330637-153,30
934519081927532761-1,31
979859926385812319-96,32
1163006999833400544-590,33
1805942116352567849-1,34
1837904043124275189-573,35
2217140897990830648-96,36
2463973437297426230-2,37
3871224041674057920-31,38
4702572376938987858-92,39
4944664251598680397-1,40
5675103889315942404-1,41
5746298628658606767-406,42
5802833064192799867-4,43
5882248147662225165-2,44
5882248147662225165-3,45
5973313553239244920-233,46
620720550676632718-346,47
6503920264037156230-373,48
6753902534795643402-9,49
7189856966768589408-6,50
7447222419429837546-26,51
8051947363637248505-411,52
8179592090854176022-164,53
8668105278926702834-1,54
8813247771640144606-1,55
8815586037682722819-95,56
8846137278277790419-9,57
909632112939140372-131,58
1291914778169990475-7,59
1295416503640804730-978,60
1426540661227457093-1,61
1450222698554729272-161,62
1609679982284310136-1,63
2064194703096196623-593,64
2218440288812483875-43,65
2422169429683396136-3,66
2614483041382694440-467,67
2829639544057214459-285,68
2897194509121818942-28,69
2897194509121818942-26,70
2946130760890865288-81,71
299362958615316883-293,72
3172816012355418257-2,73
3479590171768030898-30,74
4608118010190757744-416,75
4803423594937441229-49,76
5025595935255562195-47,77
5251043278276103816-1740,78
5328257388564681859-7,79
5344581623035380609-5,80
5414407019490081579-17,81
583115706856195228-1,82
6667708012953178472-2,83
6711047887953973694-130,84
7360234513933560492-346,85
7576425837540902635-158,86
7951867796566668448-544,87
7953339587483830149-11,88
8106674631486908304-82,89
8207663730865549154-7,90
8246915174988095619-13,91
8289731785568227437-33,92
8668187518960480999-1,93
8785291369901820357-517,94
8815986530500759327-214,95
9004727309255009600-45,96
1934495203374193155-53,97
2452627533813721743-125,98
3096675119859875183-637,99
3297770118604218295-945,100
4236447208382230664-493,101
4340252698217410152-757,102
5443252440742828274-23,103
6253544003067515182-1,104
6329035530832814116-1,105
642770603524862744-601,106
6561958646698434100-215,107
6978502815811992643-98,108
7215903589775871591-6,109
7215903589775871591-5,110
7601438872366104982-308,111
7890570006253864288-1,112
8183481943973490205-407,113
1160021439230780586-136,114
1752941549834217767-887,115
1909598338830017175-63,116
2522604894841484487-75,117
2987376500088328828-2,118
3028608744363384673-1,119
3142513471893915233-1,120
3273331990958622939-219,121
3386076677773969985-176,122
3403623040786795735-1251,123
3714633936400351934-87,124
4748921422021271529-6,125
485612557541324381-587,126
4982774346802224885-70,127
5114868170524985795-105,128
5530453234765657217-23,129
6162188983516440449-207,130
6396595327669966576-41,131
7256407562302724458-804,132
7506744374030365869-189,133
8162734842486573694-1,134
8311560995498092943-3,135
8488153261689570299-18,136
8623278378839799012-19,137
1752393318804604820-1,138
2228401254177136150-562,139
2230280766272742488-102,140
2273968902991171108-431,141
231617335645802952-18,142
2501120214303624566-1,143
2636445249226791392-359,144
283699882924590861-825,145
3047493548160870382-347,146
3076014025084209665-174,147
3239107123033573159-254,148
3240948358456305989-127,149
3485917994346627486-182,150
391347371292427975-163,151
3943828208958130716-1,152
4059021241862752612-141,153
4134261784519126378-12,154
4150205222842062580-783,155
4582138710793087476-118,156
4840169084506471864-15,157
5239411669379105602-165,158
550439131745572181-50,159
5663946736774253813-184,160
6536937344077333206-149,161
672218402428070534-11,162
7155017093988292026-13,163
7611285230925678958-17,164
7815718278291440819-13,165
8076581560920147006-1,166
8133102986938110881-1,167
8180627555901306197-21,168
8236440948008526064-325,169
8422866967061102085-20,170
8527376320373654330-217,171
8857136848430562631-10,172
8880015215794268987-44,173
8924995407506050162-134,174
917645740264494447-1,175
918203050868568527-226,176
1059719349995894337-1,177
1118040332898713121-846,178
2022411358580783325-89,179
2267359755850058722-80,180
2267359755850058722-81,181
2782945552970795905-4,182
2810164087866982444-18,183
2834908897690843096-7,184
3255809907384113016-369,185
3255809907384113016-371,186
3615984417410005531-124,187
3954230435020498047-615,188
4132726131971166698-1,189
4324164399267617058-171,190
4769356047491837129-2,191
5201579260961300750-324,192
5573075223212567509-1,193
5641939294317556365-1,194
5846587536714831843-2,195
5861209989091991964-38,196
5894280236488948230-396,197
5945117389283293959-95,198
6182261745115789786-2,199
6479291156305691873-670,200
7170897447819250471-31,201
7170897447819250471-30,202
7459259688025274602-230,203
7483093436494518535-1221,204
8277358242430391541-1872,205
8349330048778493506-597,206
853151042449820534-117,207
8634996217843757242-786,208
8888903732228239049-3,209
8950486974767535094-57,210
9210705316521974665-3,211
1126954954185166216-33,212
1189576724114997724-96,213
1265794758484656256-114,214
1993808963721829209-246,215
2093475655516887399-301,216
215161194273370335-1,217
2154394483819385467-1,218
2182689187199488272-2,219
2271477375322958285-830,220
2440759220617977173-847,221
2539435858059733492-274,222
2728680651225248236-26,223
2744832236502363355-262,224
3083411315974241025-526,225
3277658345827424845-116,226
345744512336924979-444,227
3827351856986549707-1,228
4035228987067313968-41,229
4047601250196214330-187,230
4192299183792446692-7,231
4197785669505716832-1,232
4553282509184353914-87,233
4982752472528042997-87,234
5085686646589067327-650,235
5194712729153047761-1507,236
5258732631292229639-148,237
5321422360503002138-188,238
560901259772249076-147,239
569213189701294710-1439,240
569213189701294710-1437,241
6761786960873779286-136,242
6944773424044459268-51,243
713894016455611791-1,244
7372497813920709200-14,245
7560393738204903167-213,246
7680290516270633065-1,247
7695823544669509031-1,248
803828539932931943-507,249
8041573540184193926-10,250
835137524404068895-1251,251
8383768956345197545-24,252
848510514976382123-5,253
8773018453639785551-68,254
9055160872579343764-3,255
955518392422276947-1137,256
1030167934885488168-181,257
1451520736475900719-73,258
1657099672433400279-612,259
1930096177632313505-1,260
2285912330943692091-271,261
2379719257121650561-50,262
2453502753704726870-3,263
2601028918909377967-1,264
3090594820483543311-134,265
3118412683813292138-60,266
3141715711703179140-8,267
3595927164937310011-64,268
3684235880016440998-294,269
3877322130732202978-51,270
4093485274916834045-14,271
5267484846880541101-822,272
5702204986909555304-41,273
5978569824325239485-1469,274
628197152473832377-3,275
6696950572666164067-1,276
7484380986113212465-58,277
7539574008799195437-424,278
7549433866457935006-9,279
7767727039487802432-123,280
7946176088767158146-350,281
8247202336504357459-3,282
8575801307803587921-82,283
898997718110502299-77,284
9049531218424153685-26,285
9161195699463309808-42,286
1080406536701689325-6,287
1562323788842752111-3,288
1693881196910477244-266,289
1889830309476517088-1,290
2010020717230911842-305,291
2735154717426633027-3,292
3665739032271383524-82,293
3822744636945622175-177,294
414112312876417689-1,295
4246499849964524613-220,296
4267664692852112901-16,297
4401329044420579467-665,298
5132233882961039777-1,299
5434585518872770937-139,300
5455803563556200158-19,301
603704199500396486-14,302
6354358211327805280-2,303
6375422320089555526-48,304
6395789162315848988-220,305
7993961362385201530-406,306
8136798956615341182-120,307
8514800484271786218-2039,308
8593699295420858066-59,309
8657718630662666051-11,310
11224966256867798431-7,311
1240021754941223674-740,312
1425825617886818905-76,313
1686895711785651510-1,314
1874508799625604237-9,315
1962462501419175907-1,316
2109441195709060950-226,317
2328695071370765639-12,318
2901701132392952474-689,319
3139419197061438501-5,320
3278295495702552699-1,321
4007858599305421152-58,322
418347077615809984-1,323
418347077615809984-4,324
4245204848501707688-693,325
5000405599886585411-1,326
5477932416174761324-72,327
5614623783302291695-921,328
5930465361678909062-531,329
611141141556628167-4,330
6285133487465230613-508,331
6476939202186250799-1,332
6507446754321707421-1,333
6644151495894779933-3079,334
6661171978897085498-1424,335
7414168681841462106-4,336
7503247244060868390-250,337
8340270558367000248-2,338
8454966719408829290-1,339
8551691624887694893-1,340
8949044398306107422-537,341
9073002819562064677-1,342
95948540111445556-10,343
1554432885921868983-299,344
1583267569785034928-630,345
1700544340463002604-5,346
1968841661725123509-1,347
2018879353509562443-481,348
2111926882252287363-1,349
2571271074776689570-141,350
2708467109182828360-1029,351
3284001235188178248-31,352
3542977785931458906-187,353
3748729435494809568-92,354
4176964286529996775-4,355
4446889743985240529-363,356
4731855365180578495-1,357
4854618810539151216-1,358
4984139583779058206-1,359
5139238712623816977-116,360
5845610543324134023-1,361
6142277064171527686-3,362
6152788335020380262-1143,363
6487582479028093056-373,364
6489958880140520455-133,365
664693048511018138-2255,366
6851021065426234722-17,367
7680745641066407700-27,368
7693384166335388002-578,369
8147443298623910452-2,370
8406320283396910788-358,371
8743289145279964695-49,372
8796580674306640047-1,373
9115807640418779138-1071,374
1116270815014233534-13,375
1331765254289172922-1,376
1342780857556051894-151,377
1381928187383844806-1,378
1405445323752315659-58,379
1442665029294381946-372,380
1840810473336687924-25,381
201527065405287474-2,382
2308054768519696409-470,383
2684879088656497113-361,384
3007799194133361945-13,385
3125904326509259058-134,386
32630135049911971-39,387
3370529179649784285-1,388
3431624518179412290-510,389
354013337537606514-2,390
3971808464824898724-459,391
4089299519887229962-297,392
4256210977213492199-74,393
4481653677436496416-93,394
462817791740425892-293,395
5203496212224819938-608,396
5248741369105529317-416,397
5318798904289611057-38,398
5634683028668863318-61,399
6129873353196672763-228,400
6150467914662343676-340,401
6478284982863650289-273,402
6706663409277768814-4,403
6793318549182855348-1,404
6806694464600673927-34,405
7140585660282980221-426,406
7646069161721704955-159,407
7768426139992292679-6,408
7780218101542424136-121,409
7846216802406091473-1,410
8461314981642922176-11,411
8671035365709021138-585,412
9066865285526266335-1,413
945093016516990237-28,414
1262084112896103077-117,415
1326880059691168629-552,416
1611710007109626818-17,417
2496921621737520163-504,418
2620085181982231478-154,419
2665006416723765410-519,420
2903533790660228317-40,421
3044353385913191746-1,422
3173107434416248018-1393,423
3419680712370765564-1,424
3578500524090053499-469,425
3620304785024278896-2264,426
3794816083723813005-158,427
4154673715501450263-1,428
4192893087438144261-715,429
4319886659005227229-2,430
5248595679554972594-9,431
5303393041285651474-5,432
5306496417138617344-263,433
5804999905226083055-190,434
588476199703766300-1,435
596634709125846694-1,436
5974056393621847768-47,437
6011818489114447279-16,438
6283322566061005638-103,439
6731260472177745541-463,440
6874245310754408849-38,441
691534640047445582-20,442
7053238240338452124-1545,443
7444309929063025806-117,444
8177412893198950705-13,445
8314754788952320746-3,446
8488857056411239964-736,447
9096322060990259080-1285,448
1018577759483266105-1,449
1537252630216942650-1,450
1707323920508788005-118,451
1715976097779261823-44,452
1870924301433595637-386,453
2150148934417058871-1,454
2309454884787457577-420,455
2332799037219690936-289,456
2458519481665979991-8,457
2672818365252539300-3,458
2950723214814400551-260,459
3143877059565040050-36,460
3330051539534101316-16,461
3376112851882972357-2,462
3498088686127308629-46,463
3616086968361660536-1,464
3800345068188320147-253,465
4225406196136757180-249,466
4656167785042063284-6,467
5000253558043919772-36,468
5128403665474410262-17,469
5287849932598616502-1,470
5850702622138562770-763,471
5996143705259280818-2412,472
6238262569549335808-15,473
6249577721028747375-1,474
6613819023930725824-2,475
6801874725331904450-1,476
7088516143946977377-25,477
7173093000698283276-57,478
7673602406055317539-1,479
7903612932873601400-1,480
815605671022912056-1,481
8748089750496472384-119,482
8865586754204385253-159,483
9147767183592680762-7,484
1553607036750789216-4,485
1584575640740035611-47,486
2083276014436130196-117,487
2302100921625311420-98,488
2496105053996486002-220,489
2726245366119547457-2,490
3023765361374441701-20,491
3160438118465104726-50,492
3631641514541750916-114,493
