3661883315574258080-51,494
3912127355992961699-60,495
3955753980204915514-81,496
4211337974915673190-17,497
4817797149662313515-241,498
4900364782086703071-1,499
5012794286968338810-7,500
503757102169383842-2779,501
503757102169383842-2778,502
5297423277076930655-436,503
5369031067909060748-935,504
5861053879899446155-333,505
5871298008269167340-332,506
6140292510110300023-1,507
6190187853857155019-7,508
6314595988155457491-546,509
6538064279092172151-2,510
6543363139159899803-31,511
6895576377551748900-115,512
7316854511146750398-3,513
7424466115021307064-78,514
757303774902289926-1,515
7885767571372554247-39,516
8327300908020421281-206,517
8564232809096708366-45,518
8742063086693630574-209,519
1729405322326534181-244,520
241993199244456894-182,521
2614841902961689357-623,522
2816286190079177264-328,523
3008561456335988708-126,524
303065916258312921-3,525
3153162843304321985-3,526
3321308029803938303-1,527
3384731115957604151-347,528
3568337875606771593-1,529
3844729122850679894-174,530
4400305583761824230-56,531
4515560782089233608-1,532
4635762906509315980-80,533
478185511171512411-1,534
4791815724267817363-2,535
582656738050318982-13,536
5957983255903213479-12,537
6001621450694435611-297,538
6140430142321000652-176,539
6191450118940256388-11,540
6373581363963763302-2,541
7379971456439586502-90,542
7442181691203711345-2,543
7988772225863203072-14,544
8095165832841377569-492,545
8172970565569493375-88,546
8319790947406533927-15,547
8632731077873246202-5,548
8678974844681427656-526,549
8722087464439105842-7,550
9006664756114029815-284,551
9006664756114029815-285,552
9024348051303060819-54,553
910734747041968237-11,554
2008445761319928884-1,555
2050714364135958931-1,556
2344150554157013930-301,557
2666554322956654905-2,558
2847404881687377479-435,559
2906105977862171275-1,560
2928760255311371506-1,561
2990697471827240909-95,562
305946164256119925-102,563
337110781910463494-1093,564
3377823949636820735-309,565
353621804492444972-26,566
4013732735849807266-289,567
4280628072452776469-1,568
5122530963405746246-321,569
5477097289853297160-27,570
5669687175238713002-509,571
6084716689857048201-47,572
6132044493565865574-67,573
6186235732277112570-370,574
6321665512981773765-1,575
6394891591519230127-17,576
6413741391207827666-116,577
6512824744822582377-406,578
6584047865362492783-1767,579
7596379585568883148-238,580
8053900899486879014-1,581
846175551723776923-1,582
8547816872889091626-32,583
8723788451882541164-1,584
1077286354647111899-1,585
112882384977378459-21,586
1338249070053788996-89,587
1723927899064302706-1,588
1723927899064302706-2,589
1790543331451573996-1,590
1960776267151863492-103,591
2068657337293347935-126,592
2093540058569971217-5,593
231431470985725865-7,594
2716877741732786300-561,595
3040962002357932106-39,596
3086094802943050803-78,597
458243776148870868-97,598
529041428649442251-1,599
5622463988420438011-216,600
5675140271975605870-43,601
5821046250968826113-1,602
5904541433088509655-13,603
621286416948500200-2,604
6385576108016353850-191,605
6637361109741621919-501,606
6714082101980379039-14,607
6913648027983123375-11,608
7009632403733669915-25,609
7089231668322326971-49,610
7220979850266963125-471,611
7527802345250157828-511,612
7559432619008873970-104,613
8117022255692610586-124,614
8436172346240345610-67,615
8457004419385047140-127,616
8457004419385047140-130,617
8731900949315131169-428,618
8782498266796249693-6,619
994443659640409186-49,620
11774063472082324389-71,621
1330847286608416996-1026,622
1340427009317135230-139,623
1384559907116257062-34,624
149493257406162604-6,625
1495828413671212808-131,626
1864696710616001282-8,627
2474504624092822044-2,628
2957026195223960201-686,629
3088360574296458108-180,630
3352038220156823034-44,631
3604551832951163981-10,632
3756672346155188808-3,633
3786980538718232143-612,634
3842868396986701062-3,635
4172406991195135341-327,636
4336044678263332212-4,637
434124042877889159-258,638
4883857135412588360-33,639
5083461119110888641-1,640
5948079830094908482-71,641
6013182729619214198-175,642
6074377011356848016-261,643
6099370516895514170-51,644
6447667346427073713-314,645
6666690195897688960-8,646
6704022618562895822-258,647
6830856400129792961-305,648
723525815575197845-735,649
7358309801760374148-116,650
7384642048674834013-6,651
7744241402484851084-40,652
7905040949362880738-3,653
8041827402820336310-3,654
8838990976683711260-1,655
8973679746629037390-21,656
9170178185503378748-37,657
104234343775197479-1,658
1153984497631281150-541,659
1627614236561532452-449,660
1729486252465286166-1,661
2401095214866252267-32,662
2502470156884307424-5,663
2517915705301723406-118,664
2832953257357391700-5,665
2856858585744714714-712,666
2932973845848408754-159,667
3104879808805192958-1,668
3193394291592207423-1,669
330353153354927641-191,670
3367284817187063008-43,671
3448417831742157336-1,672
3456541508962530640-114,673
355360007762111333-480,674
3558150105794630146-15,675
4059559916674277356-50,676
4176448344914073347-301,677
4408051029034350490-86,678
4674958417287013114-1,679
4791267531821060021-8,680
5234623042843055303-95,681
608689110362253616-13,682
6224193124270808522-77,683
6240954706594936358-66,684
6641437025148683316-1,685
7130856017406905378-108,686
7320253634164121088-1,687
7646982812961973616-1,688
7681764476032189919-2,689
7691001314262560566-1149,690
8012278311291817399-1,691
8326905161307751712-1,692
8457728490741137464-42,693
8779987905677128433-2,694
8854942253282092940-92,695
1127210221229819607-4,696
1505842095559396328-381,697
1551790123651138613-16,698
19401631467671244-33,699
2624518202413418136-192,700
369157023213089220-651,701
4463741207094031947-1,702
4660347389503567945-359,703
500285488709750923-721,704
5290142938327430517-53,705
5290142938327430517-54,706
5719242901422360462-26,707
5952733714948414648-88,708
595764892346797199-2,709
6043900876912460534-2,710
6370485568716729736-2,711
6609494112024719308-25,712
6870605755520142023-22,713
7328141758196399906-315,714
7601045187044395668-400,715
8341471242244378157-1,716
8393348709097039507-2,717
8453561023810272878-890,718
847161319645735833-985,719
8484201337727032504-2,720
8556421865606450190-1888,721
8576003055338462567-1,722
8868068278939802648-1,723
8895740478349125887-6,724
97504263166299533-3,725
1090462532616257705-161,726
1137730095009895236-1172,727
1225476921202045176-521,728
1762289507555513637-109,729
1773937321418120940-575,730
2055160733289175141-523,731
2475425903167777558-1,732
2534116888961427805-196,733
3152632797062186492-602,734
330585584072170284-565,735
3531566122218267754-74,736
3902261682971194046-1,737
4109957153123737426-43,738
4380393552781277083-117,739
4446426570392696782-1153,740
5167562978267822836-1,741
6317160822432663197-2,742
6498415120989729961-20,743
6689035300126940508-1,744
6749223262361442180-732,745
6781056859928600389-83,746
7229808164145401450-4,747
7566338879159250402-251,748
7673771743757236168-6,749
7733695913450623599-1,750
7937836812804161671-1620,751
8524055730836018054-2,752
8748479402752801308-243,753
8903059669500439569-393,754
1457871704622446394-1,755
1748951203157063420-34,756
1787134411612132075-27,757
1882336600854659357-75,758
2421240355241690978-9,759
2692879994247683830-9,760
2951507639051838416-313,761
2958034876950952050-50,762
3172192091033684852-210,763
3444673595209683274-101,764
3570731057105548164-307,765
3684988053487967866-9,766
3866084700966270827-167,767
4000745948787406051-15,768
4240476742474554118-364,769
4438086920758442705-1,770
4452045899451027594-2,771
5148526416196636201-1,772
5464076001268102523-305,773
558190740251359448-1159,774
6099143849926378905-611,775
6167894456739729438-25,776
6167894456739729438-24,777
640294434668472945-58,778
6498650936173812606-34,779
6548398142207649220-1,780
6583864736595742466-35,781
6675486928870924317-1,782
6823901005547905301-2,783
6886591808489239384-1,784
7005100800978307456-1,785
7167490812844258691-7,786
7236142875834955723-1,787
7578536388767885086-102,788
7762035679564725869-903,789
7971493001161344050-461,790
8090134519148616607-287,791
815865988906577066-209,792
8225540668923162341-82,793
846211255786904002-1,794
9090532423635572257-6,795
2474283154104205873-2,796
3025882505389590003-80,797
3862898874633427970-221,798
3913343183847616563-234,799
3994204644866787140-241,800
4258392348155823981-7,801
426287999649379595-16,802
4264214756146491770-2,803
459160751643777661-10,804
4852886517068079365-170,805
5096939027070542831-1204,806
5554078140480705399-2,807
5902709809943960358-3,808
6459819703040985682-9,809
6670653720568323997-1,810
7078978284286076843-1478,811
7092712833791856598-56,812
7214356684290683858-2,813
7539149425506300161-788,814
7996787734336539621-49,815
9086799822173142179-92,816
9094069638412966349-102,817
915110936456258472-231,818
1043174925513119174-4,819
1373701718694251233-1,820
2028182665007090201-463,821
2232009645245577803-348,822
2370937814231678537-81,823
2414209983405988535-1,824
2651365939913519170-1,825
3398417780920331185-847,826
3703023991265259838-1,827
4834560196494455777-3,828
50287067566177655-2791,829
5058966821837536689-1,830
5102165542771128958-4,831
5176025897748346880-23,832
5782845553409969092-84,833
5818366715362048630-2,834
6026736521151256130-10,835
6084836691248250061-1,836
6202204961892999690-41,837
686243163007371218-607,838
7029806092814058887-11,839
8058065359896522958-156,840
8202638902590614316-172,841
8378636753897831225-2,842
8845337186000535044-1,843
8845533418740422623-370,844
8986044399130978493-3,845
140438542777967505-497,846
1699901340770371022-1983,847
17148580498947905971-1,848
2029332440683449548-1,849
2048072770257624625-268,850
2112808931120877629-118,851
2331848174414051493-33,852
2434888489999638292-1,853
3636957283889844601-3,854
3843243197310056771-963,855
4406393553912434413-112,856
4749975248013574569-186,857
5136880530769094151-1,858
5280016376100452406-280,859
557421215329553046-36,860
5595683467192260258-150,861
5809991237077154559-1,862
6795921642924251137-310,863
6961927029509687383-1,864
7223837094422763638-405,865
7863120273213466146-266,866
7915278059746693770-23,867
7978678103526972621-37,868
7990127665896707056-190,869
8095872831731271393-17,870
8523846011868589430-849,871
8773280747227756148-728,872
8940311462760374093-338,873
1512089146959068909-548,874
156226061058521724-9,875
2232859473251169457-193,876
3599055760732720631-337,877
3676888105897245078-23,878
3743321036588659815-1,879
4148706678778510799-12,880
4831845510956257930-1,881
4931521479816465815-168,882
4954098550946897708-59,883
5724009526511685104-1166,884
5761865935239846754-133,885
5781856426604611825-2714,886
5942612289478447092-525,887
6389169131720744820-6,888
6724648305655715331-8,889
6760290645795929244-38,890
6770611907492417335-1,891
6842736069221128102-491,892
689558654439407952-152,893
7609924035540735848-1,894
7769992613293248293-172,895
7997169153215363950-1,896
8030997410855366084-1,897
8195738547925029899-186,898
8788421636584535637-156,899
943929660215389795-16,900
1140734626610654969-1,901
1404915711263376522-461,902
168806050277603075-401,903
1755357408868897264-101,904
1872759300517901015-80,905
1877188090307677389-311,906
2209174519641563729-6,907
2239028132940733805-31,908
3072199024680914901-622,909
3111584166853037006-9,910
3304346164547303369-78,911
3607826775588782418-1,912
3810164295424700045-925,913
3904459958902401552-2,914
4193154225856346577-192,915
4404381842775625548-108,916
4806034767546575826-71,917
5542598444517746180-3,918
5658303282924056758-1,919
568909909228859273-322,920
6096496707118109650-1,921
679730639616651980-257,922
6853194718171689188-61,923
7215144175079524594-77,924
7646043413408367772-186,925
7926511847364935485-1,926
8337148989003057699-332,927
8380335868729346517-7,928
8414936790984044733-29,929
8610976020547052209-1,930
8803696786573931661-6,931
9144554956030831962-266,932
986248230681273866-1,933
993095666960422835-206,934
1135505555467377667-1,935
1526479357588330848-14,936
1639461401478894632-5,937
21103585313427367-4,938
2167246318694724735-776,939
2519470440468390665-2419,940
361275758340536751-6,941
4159186725402137857-1,942
4479875414937460881-162,943
4593845498875492382-170,944
4915390046475098796-346,945
4987050076866932803-1646,946
5208019345375292167-23,947
606102281629025172-36,948
6961444592994086818-19,949
7358732529600124633-456,950
7435211088118194025-25,951
7871896398931483251-372,952
133149906140337355-141,953
1431908391093969902-2,954
2249497540927799886-1,955
2522645559598971547-1,956
261727895416551980-1,957
2684561342710873003-26,958
2689119995224387820-213,959
2999168221112609384-188,960
3147010023479944356-1,961
3292397836047683283-496,962
3814022151063799799-75,963
3851248320482465598-234,964
3968862542531350976-30,965
401770608387277111-1,966
4329797227423725467-7,967
4436203216809121522-9,968
4470004575081413564-9,969
4658926966452166948-138,970
5312272946266301132-27,971
5809509208570750241-783,972
5824311504148449289-38,973
5835462459021629378-1,974
6179658002795021980-48,975
6546112455078164175-20,976
6857702690225240871-1,977
7498750829985757761-445,978
7549360336627642270-3,979
7673694601836383619-142,980
7678950623913275748-1,981
7758018111382586760-39,982
8077132802771123500-614,983
8506666911491406203-65,984
937539405992649800-364,985
1011636714212727379-352,986
1011636714212727379-351,987
1349934018217931401-8,988
1774848142247256813-201,989
2051430906345197624-628,990
2398380490594563019-1,991
2435020774920878044-147,992
2663392711583140967-66,993
2685606673291061417-323,994
3606544160913582795-51,995
4166245753248794792-100,996
4495928533822486743-12,997
4575148093136610825-1830,998
5300440633424514673-214,999
5461308199778622861-1484,1000
6410910625463647814-60,1001
7126543303375136827-2,1002
723071644302428344-65,1003
7629849776076707989-34,1004
794420100562753292-724,1005
8036050530073437983-1,1006
8053975271140610877-1,1007
8441012439383085281-18,1008
8502324248585265001-1,1009
8992017977044821316-1292,1010
9144964378129131832-28,1011
1203370866183061441-481,1012
1253881210696717491-1,1013
147966770183952401-359,1014
2680410918186358486-748,1015
2863385252428847185-1,1016
292279900342336244-438,1017
2932074307911173030-2,1018
3001740554352506824-13,1019
4151826431351933248-88,1020
4290964413738987175-4,1021
4390722519574703432-90,1022
4910947895011660911-333,1023
5538025309352428551-153,1024
6248112905144221186-686,1025
6317046769570786488-24,1026
6481976447197833431-172,1027
6648505085323976362-1,1028
6738333939771040545-24,1029
6941443926672432462-91,1030
710509792678893267-6,1031
7464517362209992351-4,1032
7526455318985702291-5,1033
7990207191613021912-147,1034
8289440509454476626-38,1035
8382534939110337901-308,1036
8786683312942504269-342,1037
8963264781576979556-2126,1038
904403046114907442-899,1039
998975769257677811-290,1040
1162477138335769203-94,1041
1237559046481705676-2,1042
2304743846931987576-79,1043
2890720215255668359-404,1044
3622574430556370455-87,1045
3912798994318621916-1382,1046
4068597215064752250-19,1047
4572077633953690541-59,1048
4707821492692012483-48,1049
5237302720190034834-1,1050
5283251676186975113-2,1051
5393419451345239316-3,1052
5620798971362469128-177,1053
5639228736138918069-77,1054
577885394460231150-85,1055
5812246812165783522-26,1056
5904401193773593725-45,1057
6023362351892911659-35,1058
6038703841854365188-1339,1059
6100195120632251630-23,1060
6198474220150993959-183,1061
6236052521111193480-151,1062
6251363516890829952-1,1063
6395504221365994619-19,1064
6584545239681663153-126,1065
6620300232644380826-207,1066
6712133698642974644-10,1067
7194275835281265410-2,1068
7580342641563075043-1,1069
7627833439231069841-1024,1070
7752037837576185779-2,1071
7788717755932093258-3,1072
7789295416144880590-10,1073
7960091224518456353-248,1074
810858778677649146-18,1075
8577759529456371546-3,1076
8832985573021798272-1,1077
8842150569371815575-93,1078
8881303383815228960-845,1079
9198341802184051279-111,1080
1492324373186409564-134,1081
1912977163839877019-3,1082
1994856909993542846-7,1083
2417233520104725929-689,1084
2436059371043226313-108,1085
2563681674304748895-1,1086
296684634221192782-78,1087
3041115521705171537-66,1088
3512926909063953745-534,1089
4239259458541489417-190,1090
4482689099561159810-92,1091
4538715994436566479-111,1092
4577324318603662802-646,1093
4728340853571786339-1,1094
4737751457507649958-1602,1095
5267350281279691399-70,1096
5460707806274649784-194,1097
5493848323711208889-181,1098
5656802020043830126-170,1099
5896874680260973146-82,1100
5898055353864537860-3,1101
5914336999265983781-28,1102
597615013936321106-2,1103
6044686039795160535-318,1104
6057455059260486274-1,1105
6121462097879311603-1,1106
6385750488009061283-1583,1107
6405538493328977433-2,1108
673262384585060702-145,1109
7145610660309031807-23,1110
71488374943402488-4,1111
7176156467756239052-103,1112
7317213935463468109-278,1113
7319402345873610959-79,1114
7437441795312798715-309,1115
7473707021739290547-1,1116
8035094925595925520-864,1117
8147861246186430750-1,1118
8179479940720419927-3,1119
8281404483932318661-1,1120
1169254077019248488-127,1121
1296053644899541035-11,1122
2791544644433341095-3,1123
3190330034279945442-166,1124
3872877092927841502-355,1125
3872877092927841502-356,1126
4299550199392685482-396,1127
4617369846503675371-48,1128
5015783034504507020-3,1129
5082389945656064454-159,1130
5309064884896539646-13,1131
5351223579455484984-1407,1132
5383298957912646273-1,1133
5769682848745093882-1,1134
590448547455129866-1043,1135
6134403289596772931-115,1136
6249669577448169145-96,1137
6613233658531911142-18,1138
6992600513369901384-379,1139
714925302523315269-72,1140
7205753993631627144-150,1141
7796430628105757256-109,1142
7890425927280983511-1,1143
8065185316170685079-10,1144
8204743728626871689-23,1145
8332826018538412109-1,1146
8721594367730824986-210,1147
8832038618626608167-120,1148
8856756211220348034-17,1149
1265183601787148518-606,1150
1363875619475327214-418,1151
1466337158165624581-470,1152
1589673479132877428-196,1153
166404063961710577-463,1154
2182967385108433651-113,1155
2542207610901199493-44,1156
2582502147981371320-1,1157
