299126045,0
299696307,1
299788197,2
299352779,3
299811137,4
299915364,5
299902870,6
299964154,7
299912085,8
297944011,9
299303520,10
299918857,11
299930032,12
299785089,13
299954138,14
299437612,15
299928224,16
177492856,17
299844359,18
298846345,19
299261390,20
299986548,21
299818044,22
299809746,23
299833903,24
299925086,25
299824059,26
299927090,27
2179760,28
299949869,29
299425707,30
299844825,31
299775313,32
299783334,33
299854766,34
299939897,35
299972194,36
192688194,37
287376935,38
299850426,39
299900347,40
299683929,41
299073195,42
299827911,43
299547520,44
299831571,45
299781837,46
299161073,47
299907267,48
299913879,49
299821418,50
299173332,51
293173038,52
295192536,53
296710308,54
299584782,55
298295593,56
299828023,57
299898438,58
299817990,59
299950903,60
299933541,61
298886601,62
299222010,63
298334592,64
299814183,65
299808560,66
299792293,67
294592719,68
295400806,69
252368503,70
299924482,71
299798977,72
299777082,73
299449943,74
299691938,75
299813480,76
299981889,77
157424159,78
232547894,79
299949290,80
299800704,81
299928862,82
299777707,83
299911496,84
299469711,85
297166492,86
135557587,87
299809186,88
299802551,89
299928807,90
299807267,91
299963428,92
299836800,93
272595271,94
299982579,95
299783950,96
298350513,97
299694523,98
299945076,99
299975649,100
299912101,101
299947212,102
178890709,103
299830396,104
299814090,105
298888038,106
299823274,107
299573698,108
299798467,109
299934123,110
299720878,111
299942248,112
299996869,113
299918278,114
299898026,115
215868127,116
7969636,117
299915880,118
299792812,119
299804373,120
299775963,121
299451483,122
299801970,123
299814842,124
299921761,125
299031323,126
299823332,127
299560328,128
711895,129
299934703,130
299800661,131
299821998,132
299965875,133
299945652,134
298343893,135
299820850,136
299009358,137
299941050,138
299779564,139
238413323,140
298312093,141
299592721,142
299956352,143
288876290,144
294197211,145
299814194,146
299155955,147
299170525,148
299120900,149
181585672,150
221535806,151
299827325,152
299721464,153
298347895,154
126702375,155
297924684,156
299422537,157
299914430,158
299772450,159
299421423,160
299775877,161
296017084,162
299835130,163
299125939,164
299905657,165
143526672,166
299784650,167
299936493,168
299824001,169
233333177,170
31152944,171
254619647,172
298833093,173
299407839,174
299861625,175
299912151,176
299918253,177
299830996,178
49594975,179
299558657,180
299132985,181
299152152,182
266875452,183
299801977,184
299443119,185
299299951,186
299124783,187
299693260,188
299777722,189
57970038,190
299575786,191
298872979,192
18976804,193
299827280,194
299017562,195
247092153,196
210477513,197
298121770,198
295210482,199
299941605,200
296993188,201
299946732,202
299974496,203
271361457,204
230195191,205
290155554,206
298299208,207
299295158,208
297215187,209
271399708,210
299444828,211
110975320,212
49398706,213
299446478,214
299809756,215
279470283,216
299731548,217
160061486,218
28498016,219
212559844,220
712549,221
299263570,222
299350423,223
291822393,224
298983470,225
299592806,226
263283198,227
299789055,228
299793275,229
238804633,230
299792230,231
161327703,232
299128961,233
299047279,234
2140499,235
253389572,236
156692604,237
298972312,238
299180968,239
243138638,240
299987103,241
293758205,242
274560968,243
299815643,244
299056955,245
299912041,246
294616556,247
285081076,248
299027981,249
48940383,250
299906704,251
298972803,252
231360313,253
299686125,254
289942089,255
299992213,256
299126648,257
299698552,258
294663439,259
297152372,260
101612793,261
299584180,262
298876840,263
298326663,264
299610775,265
293032014,266
297933420,267
298987981,268
299777664,269
295997912,270
299469182,271
299958897,272
175262203,273
299930675,274
299467461,275
215947466,276
971465,277
291694463,278
269815550,279
299148916,280
295968645,281
298610328,282
298458930,283
299677365,284
299961775,285
287890928,286
791495,287
257581129,288
299765217,289
218334729,290
288622057,291
299181999,292
299931215,293
287552607,294
299580881,295
299421491,296
299838010,297
299585706,298
299567817,299
109249612,300
299825001,301
298977914,302
290913488,303
286426082,304
175940204,305
299581817,306
299113261,307
168004241,308
862465,309
299777715,310
299451477,311
299582378,312
259126200,313
39418196,314
299496976,315
299959624,316
299768605,317
299446010,318
152103708,319
299906171,320
299178041,321
299824047,322
299555776,323
21640225,324
299578991,325
277865994,326
299583598,327
299033867,328
298347167,329
299434007,330
299435706,331
299326744,332
243007910,333
263058146,334
299572201,335
299846787,336
298331837,337
299771982,338
184889730,339
299777088,340
298999983,341
298046369,342
87178308,343
299304439,344
85370731,345
298865682,346
233828936,347
193658513,348
246489907,349
